RANK,NAME,LANGUAGE,TYPE,MOST_STREAMED_GAME,2ND_MOST_STREAMED_GAME,AVERAGE_STREAM_DURATION,FOLLOWERS_GAINED_PER_STREAM,AVG_VIEWERS_PER_STREAM,AVG_GAMES_PER_STREAM,TOTAL_TIME_STREAMED,TOTAL_FOLLOWERS,TOTAL_VIEWS,TOTAL_GAMES_STREAMED,ACTIVE_DAYS_PER_WEEK,MOST_ACTIVE_DAY,DAY_WITH_MOST_FOLLOWERS_GAINED
589,zekken,English,personality,VALORANT,Super Smash Bros. Melee,3.1,496,346,1.1,2.158,396000,276000,39,3.2,Sunday,Tuesday
590,gytoxydo,Russian,personality,Casino,,5.3,0,0,1,11,0,0,1,0.4,Tuesday,Wednesday
591,iitztimmy,English,personality,Apex Legends,VALORANT,8.1,1.683,27.420,1.7,14.451,2830000,46200000,136,5,Wednesday,Tuesday
592,buxexa_e,Portuguese,personality,Slots,Virtual Casino,19.8,37,0,1.8,119,1500,0,2,1.6,Tuesday,Friday
593,derajn,English,personality,Marvel Snap,Teamfight Tactics,6.1,185,4,1.3,3.491,89200,7800,51,2,Tuesday,Wednesday
594,zegociv,Russian,personality,Casino,,6.3,1,0,1,6,1,0,1,0.5,Sunday,Sunday
595,dhalucard,German,personality,Dead by Daylight,VALORANT,6.0,176,15.534,2.1,13.583,546000,43400000,558,5.8,Tuesday,Tuesday
596,bananirou,Spanish,personality,Just Chatting,Grand Theft Auto: San Andreas,4.4,490,5.160,2.6,5.405,572000,6020000,216,3.6,Saturday,Monday
597,olgaenvivo,Spanish,personality,Just Chatting,Talk Shows & Podcasts,6.2,616,0,1,1.407,148000,0,2,4.6,Wednesday,Sunday
598,elglogloking,Spanish,personality,Just Chatting,Fall Guys,4.2,425,171,2.2,3.362,330000,133000,227,5.6,Tuesday,Saturday
599,putupau,Spanish,personality,Genshin Impact,Rust,6.3,269,4.900,1.9,11.028,450000,8170000,123,4.4,Friday,Wednesday
600,klean,English,personality,Escape from Tarkov,Project Zomboid,7.8,150,9.068,1.3,19.800,427000,25800000,156,6.6,Wednesday,Wednesday
601,iateyourpie,English,personality,Pokemon FireRed/LeafGreen,Mafia.gg,8.4,28,6.269,1.4,20.644,153000,26900000,397,6.3,Tuesday,Tuesday
602,liminhag0d,Portuguese,personality,Counter-Strike,Just Chatting,15.4,594,23.400,2.7,16.056,641000,25300000,255,5.5,Thursday,Friday
603,sneakylol,English,personality,League of Legends,World of Warcraft,8.7,398,40.331,2.2,20.165,1760000,141000000,275,5.9,Thursday,Monday
604,gmhikaru,English,personality,Chess,Chess (4),4.7,1.239,112.386,1.2,6.679,1910000,175000000,59,4,Tuesday,Tuesday
605,snopey_,Portuguese,personality,Just Chatting,Minecraft,3.5,473,991,1.6,4.456,607000,1270000,72,5.5,Sunday,Monday
606,goodtimeswithscar,English,personality,Minecraft,Phasmophobia,2.6,1.401,4.185,1,933,525000,1640000,12,0.9,Saturday,Thursday
607,fl0m,English,personality,Counter-Strike,VALORANT,8.7,196,18.930,1.4,23.045,879000,73400000,181,6.7,Tuesday,Sunday
608,lamc,English,personality,Music,Variety,4.3,108,37.008,1.1,98,2500,852000,2,0.1,Wednesday,Wednesday
609,strippin,English,personality,League of Legends,For Honor,7.0,93,10.996,1.7,16.291,331000,26800000,506,5.9,Thursday,Tuesday
610,hudson_om,Portuguese,personality,Virtual Casino,,14.1,-424,0,1,56,1,0,1,2.3,Wednesday,Thursday
611,by_owl,Russian,personality,Just Chatting,Dota 2,3.9,271,9.997,2,8.461,528000,20100000,185,5.3,Wednesday,Tuesday
612,begizo,Russian,personality,Casino,,5.3,2,0,1,11,2,0,1,0.6,Monday,Sunday
613,lynxcerezlol,Turkish,personality,League of Legends,Just Chatting,4.0,183,5.867,1.1,4.393,217000,6950000,23,3.1,Wednesday,Sunday
614,midbeast,English,personality,League of Legends,Teamfight Tactics,6.4,404,20.691,1,12.887,841000,43000000,25,5.2,Tuesday,Monday
615,derzko69,Russian,personality,Just Chatting,Minecraft,3.1,2.208,0,2.2,945,669000,151,183,2.2,Saturday,Thursday
616,jidionpremium,English,personality,Just Chatting,Grand Theft Auto V,3.6,6.449,12.778,1.5,192,368000,728000,14,0.3,Thursday,Saturday
617,emilyywang,English,personality,Teamfight Tactics,Fortnite,6.0,158,3.159,1.6,9.673,234000,4700000,110,4.5,Thursday,Monday
618,jeanmassiet,French,personality,Talk Shows & Podcasts,Just Chatting,4.0,151,5.751,1.1,9.730,236000,11500000,65,3.8,Tuesday,Sunday
619,dracon,German,personality,Just Chatting,FINAL FANTASY XIV ONLINE,5.8,28,4.772,1.3,13.512,67600,11200000,335,5.9,Sunday,Sunday
620,helin139,Russian,personality,Counter-Strike,Just Chatting,4.0,1.167,0,2.1,1.440,454000,0,71,3.8,Saturday,Sunday
621,thedandangler,English,personality,Just Chatting,Call of Duty: Warzone,4.7,540,6.655,1.5,4.963,616000,7590000,27,4.2,Monday,Sunday
622,matarakan,English,personality,Just Chatting,HELLDIVERS 2,5.2,1.398,0,1.9,841,218000,0,45,5,Thursday,Monday
623,iamcristinini,Spanish,personality,Just Chatting,Grand Theft Auto V,5.6,1.630,46.649,1.9,11.573,3220000,92200000,163,5.3,Monday,Monday
624,footballbromance,German,personality,Sports,Sports,2.9,247,15.787,1.1,975,90200,5620000,8,1.8,Wednesday,Wednesday
625,jukes,Portuguese,personality,League of Legends,Just Chatting,5.3,1.398,81.549,1.8,8.884,1840000,107000000,79,4.2,Tuesday,Tuesday
626,rockykramer,English,personality,Music,Assassin's Creed Valhalla,2.3,5,730,1.1,1.090,2400,348000,76,2.2,Wednesday,Wednesday
627,brokybrawkstv,French,personality,Call of Duty: Warzone,VALORANT,4.3,293,3.634,1.6,4.625,298000,3570000,93,3,Tuesday,Saturday
628,skill4ltu,English,personality,World of Tanks,Resident Evil 4,7.5,138,9.181,1,16.166,331000,21800000,3,5.5,Tuesday,Saturday
629,xarola_,Portuguese,personality,VALORANT,ELDEN RING,8.0,297,359,1.6,8.152,296000,359000,217,3.2,Monday,Tuesday
630,traytonlol,French,personality,League of Legends,Rocket League,5.3,151,4.598,1,6.063,201000,6130000,15,3.2,Monday,Monday
631,meduska,Polish,personality,Just Chatting,Counter-Strike,5.8,694,550,1.6,1.724,231000,183000,34,1.7,Sunday,Saturday
632,ferretsoftware,English,personality,Animals Aquariums and Zoos,,23.9,371,0,1,10.655,85900,0,1,7,Thursday,Monday
633,willerz,English,personality,Escape from Tarkov,DayZ,7.2,170,4.904,1.1,15.497,390000,11200000,77,6.1,Monday,Sunday
634,datmodz,English,personality,Path of Exile,Lost Ark,9.8,115,12.454,1.1,23.204,432000,48200000,111,6.7,Friday,Sunday
635,altair,French,personality,Just Chatting,Monster Hunter: World,7.7,53,6.913,1.5,15.535,109000,14200000,631,6.1,Sunday,Sunday
636,vymago,Russian,personality,Casino,,16.3,12,0,1,65,23,0,1,2.5,Thursday,Saturday
637,kxpture,English,personality,Call of Duty: Warzone,Call of Duty: Modern Warfare III,6.2,402,973,1.1,6.473,428000,1040000,18,5.6,Sunday,Sunday
638,titanlol1,Portuguese,personality,League of Legends,VALORANT,4.0,862,10.706,1.2,1.923,334000,4150000,21,1.2,Thursday,Sunday
639,maxim,German,personality,Teamfight Tactics,League of Legends,4.8,255,11.892,1.9,8.609,479000,22300000,468,5.1,Sunday,Sunday
640,malchugov,Russian,personality,Dota 2,Counter-Strike,4.0,129,46.619,1.3,1.997,71600,26500000,15,1.8,Monday,Monday
641,edizderbreite,German,personality,Grand Theft Auto V,Just Chatting,4.7,330,2.658,2.2,5.085,318000,2570000,95,2.8,Tuesday,Tuesday
642,dz7baile,English,personality,Virtual Casino,,2.9,1,0,1,32,30000,0,1,1.6,Tuesday,Wednesday
643,wudijo,English,personality,Diablo III,Diablo IV,7.7,207,6.323,1.2,13.297,360000,11300000,48,4.4,Saturday,Monday
644,dota2_maincast,Ukrainian,personality,Dota 2,Sports,13.1,177,0,1,4.845,99900,286,3,3.4,Sunday,Sunday
645,popo,Polish,personality,Just Chatting,League of Legends,4.6,801,20.163,2,3.462,461000,11600000,119,2.2,Friday,Sunday
646,itsspoit,English,personality,Tom Clancy's Rainbow Six Siege,Variety,3.5,967,6.158,1.1,1.822,512000,3260000,21,1.9,Saturday,Monday
647,staryuuki,Spanish,personality,Just Chatting,Food & Drink,4.5,2.104,26.495,2.2,7.725,3360000,42300000,183,4.8,Wednesday,Sunday
648,controcalcio__,Italian,personality,Sports,Talk Shows & Podcasts,2.5,255,161,1,474,59100,37100,3,1.2,Monday,Monday
649,alderiate,French,personality,League of Legends,Path of Exile,4.9,355,22.342,1.2,5.690,447000,26900000,78,3,Sunday,Saturday
650,trebor,Spanish,personality,Brawl Stars,Fall Guys,2.6,501,1.780,1,2.812,554000,1970000,15,5.1,Tuesday,Monday
651,juanicar_,Spanish,personality,Just Chatting,,1.4,4.203,0,1,69,207000,0,1,2.9,Monday,Saturday
652,axtlol,Portuguese,personality,League of Legends,Teamfight Tactics,6.9,475,31.951,1.6,13.160,897000,60800000,90,4.8,Saturday,Thursday
653,gcxevent,English,personality,Destiny 2,Destiny,12.9,2.476,387.406,4.1,1.407,236000,32000000,126,0.3,Friday,Wednesday
654,imls,English,esports,League of Legends,Teamfight Tactics,6.1,363,22.513,1,9.609,659000,40100000,21,4,Sunday,Saturday
655,poinemaia,Turkish,personality,Knight Online,Rise Online,4.8,75,241,1.2,3.831,62000,199000,11,5.8,Tuesday,Sunday
656,cs2_maincast,Ukrainian,personality,Counter-Strike,EA Sports FC 24,8.8,372,407,1,3.944,186000,203000,3,4,Saturday,Sunday
657,vatira_,French,personality,Rocket League,VALORANT,1.8,767,238,1.2,242,91400,28500,8,0.9,Tuesday,Friday
658,yoshinama222,Japanese,personality,Street Fighter 6,Apex Legends,3.4,259,1.488,1.1,2.115,193000,1100000,54,2.9,Friday,Sunday
659,kaysan,English,personality,Grand Theft Auto V,Just Chatting,5.8,597,724,1.8,2.221,217000,264000,39,2.1,Wednesday,Thursday
660,buxexa_y,Portuguese,personality,Virtual Casino,Slots,18.7,41,0,1.6,112,1500,0,2,1.6,Tuesday,Saturday
661,papesan,French,personality,Just Chatting,Variety,4.0,671,1.149,1.1,2.437,433000,741000,17,2.7,Wednesday,Sunday
662,paivinha29,Portuguese,personality,FIFA 22,FIFA 23,5.6,223,1.254,1.1,6.622,285000,1600000,13,5.6,Friday,Sunday
663,cinna,English,personality,Just Chatting,ELDEN RING,2.9,214,603,1.8,2.700,163000,460000,178,2.9,Sunday,Tuesday
664,alphasniper97,Spanish,personality,Call of Duty: Warzone,Call of Duty: Modern Warfare II,2.5,553,3.862,1.1,2.153,589000,3850000,71,5.2,Saturday,Sunday
665,guanweiboy,Chinese,personality,League of Legends,Just Chatting,5.2,96,9.655,1.5,6.407,132000,13300000,89,3.6,Tuesday,Monday
666,qusazytu,Russian,personality,Casino,,6.0,0,0,1,6,0,0,1,0.2,Thursday,Monday
667,buxexa_l,Portuguese,personality,Virtual Casino,Slots,12.9,11,0,1.5,26,1300,0,2,0.7,Monday,Tuesday
668,alphacast,French,esports,Overwatch,Just Chatting,5.4,367,25.016,1.6,9.101,623000,40900000,356,4.3,Friday,Sunday
669,elwycco,Russian,personality,Just Chatting,Space Station 13,5.3,418,21.509,2.6,3.007,242000,12000000,239,1.9,Thursday,Sunday
670,silvervale,English,personality,Just Chatting,Black Desert,4.9,751,7.055,1.8,3.496,484000,4550000,214,2.2,Friday,Wednesday
671,ilame,Russian,personality,Path of Exile,PUBG: BATTLEGROUNDS,8.9,151,20.014,1.9,22.635,408000,53800000,367,6.5,Thursday,Thursday
672,impulsesv,English,personality,Minecraft,Phasmophobia,2.8,446,2.947,1,2.387,362000,2360000,42,3.4,Friday,Sunday
673,france_tv_slash,French,personality,Just Chatting,Special Events,2.7,710,16.542,1.1,254,65500,1520000,11,0.3,Monday,Friday
674,burkeblack,English,personality,Just Chatting,Star Citizen,9.4,105,13.541,1.9,21.547,325000,35200000,1193,5.8,Saturday,Monday
675,kspksp,Chinese,personality,Just Chatting,Apex Legends,6.3,109,5.038,1.7,8.900,156000,7160000,285,5.7,Sunday,Sunday
676,qudegam,Russian,personality,Casino,,4.1,7,0,1,8,7,0,1,2,Tuesday,Tuesday
677,qttsix,Chinese,personality,FINAL FANTASY XIV ONLINE,Just Chatting,8.6,78,15.157,1.5,20.019,214000,39000000,233,6,Thursday,Sunday
678,santutu,Spanish,personality,Just Chatting,Slots,2.1,853,1.560,1.4,2.123,766000,1400000,38,3.5,Thursday,Thursday
679,stintik,Russian,personality,Just Chatting,Counter-Strike,3.7,330,3.182,1.7,4.977,545000,5240000,290,3.5,Tuesday,Tuesday
680,tonton,French,personality,World of Warcraft,Just Chatting,5.7,172,13.572,1.6,15.024,477000,37200000,536,6.7,Thursday,Monday
681,llunaclark,Spanish,personality,Just Chatting,IRL,4.7,446,3.196,1.3,4.204,420000,3010000,65,3.3,Tuesday,Saturday
682,rezreel,English,personality,ROBLOX,League of Legends,3.7,1.367,434,1.5,2.969,1110000,351000,23,4.4,Friday,Wednesday
683,frg_ix,Russian,personality,Casino,,4.9,1,0,1,10,1300,0,1,1.1,Tuesday,Wednesday
684,dep_ow,Japanese,personality,PUBG: BATTLEGROUNDS,VALORANT,4.4,386,3.487,1.1,1.211,111000,1000000,14,0.9,Sunday,Sunday
685,hudson_jk,Portuguese,personality,Virtual Casino,,8.6,382,0,1,17,1300,0,1,0.7,Tuesday,Tuesday
686,grubby,English,personality,Warcraft III,Heroes of the Storm,7.1,160,15.279,1.5,27.900,628000,72000000,132,6.6,Monday,Sunday
687,oslo,French,personality,Fortnite,VALORANT,5.0,163,2.917,1.4,5.649,224000,4019999,104,3.2,Wednesday,Sunday
688,unicornio,Spanish,personality,Just Chatting,Fortnite,3.1,867,10.442,1.9,5.022,1200000,14500000,360,5.1,Wednesday,Monday
689,cr_rion,Japanese,personality,VALORANT,PUBG: BATTLEGROUNDS,4.0,179,3.077,1.1,4.214,232000,3980000,43,2.9,Wednesday,Sunday
690,asiagodtonegg3be0,Chinese,personality,League of Legends,Just Chatting,7.0,225,76.883,1.5,6.350,565000,209000000,83,2.3,Sunday,Sunday
691,uzra,Chinese,personality,Hearthstone,Just Chatting,10.2,68,33.673,1.7,25.104,240000,105000000,327,6.3,Saturday,Sunday
692,ybicanoooobov,Russian,personality,Dota 2,Heroes Arena,5.8,230,34.737,1,14.575,670000,87700000,2,6.4,Wednesday,Saturday
693,ta1yo_tv,Japanese,personality,Overwatch,Overwatch 2,4.5,224,3.772,1.3,5.214,286000,4820000,56,3.1,Tuesday,Tuesday
694,shxtou,English,personality,Just Chatting,Minecraft,4.1,1.516,1.611,1.6,3.941,1270000,1350000,369,4.2,Saturday,Wednesday
695,towelliee,English,personality,World of Warcraft,New World,10.0,156,27.657,1.2,25.611,967000,174000000,180,6.5,Thursday,Friday
696,kenki521,Japanese,personality,Just Chatting,Rust,5.8,238,65,1.4,4.306,255000,95100,168,2.1,Wednesday,Monday
697,gtasty,German,personality,Grand Theft Auto V,Slots,5.3,122,3.001,1.6,6.239,132000,3370000,54,4.6,Sunday,Sunday
698,vgbootcamp,English,esports,Super Smash Bros. Ultimate,Super Smash Bros. Melee,5.8,195,24.689,1.3,13.459,650000,95200000,73,5.2,Wednesday,Sunday
699,skipnho,Portuguese,personality,PUBG: BATTLEGROUNDS,Virtual Casino,7.2,611,36.647,1.6,16.823,1290000,77900000,202,6,Tuesday,Sunday
700,morgpie,English,personality,Fitness & Health,Just Chatting,4.7,964,219,1.5,1.930,343000,78500,94,2.2,Thursday,Saturday
701,dmf_kyochan,Japanese,personality,Apex Legends,ARK: Survival Evolved,11.2,176,13.609,1.4,16.528,300000,23100000,206,5.4,Friday,Sunday
702,cyr,English,personality,Grand Theft Auto V,Just Chatting,6.1,332,10.443,1.8,12.039,629000,19800000,384,5.1,Tuesday,Tuesday
703,stankrat,English,personality,Escape from Tarkov,Dungeons & Dragons,7.4,299,7,1.1,5.759,216000,6100,24,2.2,Monday,Sunday
704,5opka,Russian,personality,Just Chatting,Minecraft,4.7,766,2.090,2,3.721,628000,1740000,109,2,Tuesday,Saturday
705,haiset,Czech,personality,Just Chatting,Minecraft,5.5,119,2.426,2.3,5.730,131000,2670000,270,6.1,Monday,Saturday
706,mithrain,Turkish,personality,PUBG: BATTLEGROUNDS,Escape from Tarkov,5.4,819,47.560,1.7,11.158,1720000,99000000,171,5.3,Friday,Saturday
707,huahed,Thai,personality,PUBG: BATTLEGROUNDS,Grand Theft Auto V,6.9,141,3.661,1.5,7.001,172000,4510000,65,2.7,Thursday,Tuesday
708,ikoma_dogura,Japanese,personality,Street Fighter 6,VALORANT,7.4,177,0,1.8,4.019,115000,0,33,5.5,Tuesday,Sunday
709,gothamchess,English,personality,Chess,Chess (4),4.0,847,35.202,1,4.503,1060000,44100000,13,3.5,Tuesday,Monday
710,franciscoow,Japanese,personality,VALORANT,League of Legends,7.1,213,832,1.3,5.271,190000,742000,56,2.3,Thursday,Monday
711,luxurygirl_c,Russian,personality,Casino,,7.2,-1.277,0,1,14,0,0,1,1.4,Friday,Friday
712,potatozytb,French,personality,Just Chatting,Minecraft,3.0,640,3.666,1.5,1.015,216000,1240000,86,1,Tuesday,Sunday
713,girlsluxury,Russian,personality,Casino,,6.5,3,0,1,13,10400,0,1,1.8,Monday,Monday
714,agustabell212,Spanish,personality,Rust,Just Chatting,6.2,160,5.368,1.3,10.590,241000,8050000,70,4.4,Saturday,Friday
715,fibii,German,personality,VALORANT,Just Chatting,4.7,830,3.594,2.3,4.591,800000,3460000,139,3.8,Tuesday,Sunday
716,sinder,English,personality,Just Chatting,Minecraft,4.2,570,57,1.7,2.302,232000,27300,119,3.6,Saturday,Saturday
717,luxurygirl_g,Russian,personality,Casino,,5.9,1.279,0,1,6,1300,0,1,0.8,Saturday,Saturday
718,nobruxyx,Portuguese,personality,Slots,Virtual Casino,7.7,19,0,2,15,1300,0,2,0.6,Thursday,Thursday
719,frttt,Portuguese,personality,VALORANT,Apex Legends,9.7,452,8.281,1.8,12.403,595000,10900000,154,5.1,Tuesday,Sunday
720,buxexa_p,Portuguese,personality,Virtual Casino,Slots,17.7,56,0,1.3,142,1600,0,2,1.6,Tuesday,Tuesday
721,rush,English,personality,League of Legends,Teamfight Tactics,5.5,507,22.081,1,3.819,613000,25000000,8,1.8,Tuesday,Sunday
722,worldofwarships,Spanish,esports,World of Warships,World of Warships: Legends,3.2,177,13.862,1,4.664,311000,24300000,3,4.3,Thursday,Thursday
723,letshugotv,German,personality,Minecraft,Just Chatting,5.5,452,1.786,1.9,9.967,884000,3500000,138,4.7,Sunday,Sunday
724,demon1,English,personality,VALORANT,Unreal Tournament,2.9,1.750,70,1.1,760,390000,15600,14,0.8,Sunday,Monday
725,nadia,English,personality,Call of Duty: Warzone,Just Chatting,5.7,1.192,410,1.2,5.203,1180000,404000,22,5.2,Monday,Sunday
726,bepofani,Russian,personality,Casino,,11.8,4,0,1,12,4,0,1,1,Wednesday,Wednesday
727,universoreality_br,Portuguese,personality,Just Chatting,Variety,8.8,449,0,2.3,545,24800,0,51,0.9,Tuesday,Wednesday
728,alpharad,English,personality,Pokemon Pinball,Pokemon Scarlet/Violet,4.2,1.603,2.585,1.2,1.676,541000,1030000,94,1,Friday,Saturday
729,doktorfroid,German,personality,Just Chatting,Overwatch,4.3,96,7.716,1.4,6.344,252000,14600000,321,3.8,Monday,Saturday
730,bobbypoffgaming,English,personality,Call of Duty: Warzone,Call of Duty: Black Ops 4,10.8,215,3.774,1.2,19.573,422000,7400000,46,5.7,Thursday,Sunday
731,dannyaarons,English,personality,FIFA 22,FIFA 23,3.5,1.168,2.238,1.2,2.455,889000,1700000,34,2.3,Friday,Friday
732,orkpod,Russian,personality,World of Warcraft,Dread Hunger,4.5,112,9.303,1.4,9.759,254000,20100000,635,4.8,Wednesday,Friday
733,dafran,English,personality,Overwatch,Overwatch 2,6.3,564,21.401,1.2,9.452,895000,34000000,132,3.9,Thursday,Sunday
734,dishsoap,English,personality,Teamfight Tactics,Slay the Spire,5.9,220,10,1,3.220,99100,4400,11,1.8,Saturday,Monday
735,zanoxvii,Italian,personality,FIFA 19,Just Chatting,4.7,1.238,20.409,2.3,8.591,1820000,30100000,243,4.8,Thursday,Friday
736,rob2628,English,personality,Diablo III,Diablo IV,8.6,193,4.509,1,7.534,151000,3520000,12,2.6,Sunday,Tuesday
737,luxurygirl_y,Russian,personality,Casino,,3.3,185,0,1,7,1300,0,1,1.6,Saturday,Saturday
738,thejrm_,English,personality,Dead by Daylight,The Texas Chain Saw Massacre,5.3,386,3.227,1,5.811,413000,3450000,28,4.4,Monday,Monday
739,esportsu,English,personality,Special Events,VALORANT,8.9,13,56,1.5,4.263,6500,27700,12,2.5,Tuesday,Sunday
740,solaryhs,French,esports,Hearthstone,Legends of Runeterra,22.0,146,42.375,1.4,42.099,204000,57100000,99,7,Tuesday,Tuesday
741,vyleja,Russian,personality,Casino,,5.4,1,0,1,5,1,0,1,0.2,Tuesday,Tuesday
742,cabramaravilla,Spanish,personality,League of Legends,Just Chatting,3.3,140,4.255,1,1.130,52400,1590000,14,1.2,Sunday,Sunday
743,raxxanterax,English,personality,Diablo III,Diablo IV,7.3,124,4.584,1.1,14.096,244000,9030000,53,5.6,Thursday,Friday
744,mym_alkapone,Spanish,personality,Just Chatting,Minecraft,6.4,393,20.131,2,12.650,1150000,61500000,551,5,Wednesday,Friday
745,tioorochitwitch,Portuguese,personality,Just Chatting,League of Legends,2.9,5.600,17.285,1.3,1.031,1530000,4720000,50,1.1,Thursday,Monday
746,irissiri129,Cantonese,personality,League of Legends,Just Chatting,6.5,329,1.357,1.8,5.958,280000,1160000,28,5.4,Tuesday,Sunday
747,mipooshka,Russian,personality,Dota 2,Just Chatting,5.0,4.718,24.485,1.2,80,66900,343000,2,0.1,Tuesday,Friday
748,grimmmz,English,personality,Escape from Tarkov,PUBG: BATTLEGROUNDS,9.4,358,22.934,1.8,25.405,1060000,64099999,544,6.8,Thursday,Sunday
749,ligue1ubereats,French,esports,FIFA 23,EA Sports FC 24,3.6,472,17.395,1.1,673,90900,3310000,10,1.1,Wednesday,Sunday
750,mynthos,French,personality,The Binding of Isaac: Repentance,Just Chatting,5.7,113,4.261,1.8,11.967,278000,10400000,1066,5.9,Sunday,Saturday
751,lexveldhuis,English,personality,Poker,Z1: Battle Royale,7.8,293,42.585,1.3,9.439,322000,46700000,52,3,Sunday,Sunday
752,buxexa_a,Portuguese,personality,Slots,Virtual Casino,13.0,9,0,1.5,26,1300,0,2,0.7,Monday,Tuesday
753,danyetraz,French,personality,Just Chatting,Talk Shows & Podcasts,4.1,74,2.965,1,3.579,63000,2530000,30,2.6,Sunday,Saturday
754,gorilon,Spanish,personality,Fortnite,Just Chatting,2.6,366,3.348,1.1,2.003,269000,2460000,13,2.5,Sunday,Saturday
755,evojapan03,Japanese,personality,Super Smash Bros. Ultimate,Guilty Gear: Strive,10.2,3.727,27.180,3,71,27500,215000,13,0,Saturday,Saturday
756,faiar,Romanian,personality,Just Chatting,GeoGuessr,4.5,300,4.293,1.1,2.306,141000,2009999,22,2.8,Tuesday,Thursday
757,rainbow6br,Portuguese,esports,Tom Clancy's Rainbow Six Siege,Variety,4.9,557,43.627,1,5.813,619000,48400000,3,3.1,Monday,Sunday
758,deansocool,English,personality,Grand Theft Auto V,Just Chatting,6.9,178,4.950,1.4,13.040,337000,9350000,146,4.9,Tuesday,Monday
759,robinsongz,English,personality,Teamfight Tactics,Just Chatting,6.1,129,2.177,1.1,6.866,137000,2310000,45,4.3,Thursday,Saturday
760,bigbossboze,English,personality,Just Chatting,Overwatch,2.6,860,3.362,1.1,1.120,331000,1530000,40,1.1,Tuesday,Tuesday
761,jd_onlymusic,Chinese,personality,Just Chatting,Music,4.8,77,1.127,1,2.224,47300,690000,10,3.1,Wednesday,Sunday
762,knebeltv,German,personality,Star Citizen,World of Warcraft,5.1,34,580,1,5.429,35500,615000,31,3.3,Friday,Monday
763,phunkroyal,German,personality,Just Chatting,Variety,7.6,134,16.322,3.2,12.747,279000,32400000,354,4.3,Saturday,Tuesday
764,tanzverbot,German,personality,Just Chatting,Fortnite,4.5,1.396,16.406,1.3,2.736,772000,8990000,49,1.9,Wednesday,Saturday
765,sam1268,Chinese,personality,League of Legends,Just Chatting,4.8,333,43.121,1.2,2.708,192000,24800000,42,1.5,Monday,Sunday
766,move_mind,Portuguese,personality,Grand Theft Auto V,Call of Duty: Warzone,5.6,261,10.482,2.9,6.763,272000,10900000,157,3.4,Thursday,Sunday
767,skillz0r1337,Russian,personality,Just Chatting,Counter-Strike,4.3,216,3.425,2.1,5.642,301000,4770000,132,3.8,Sunday,Friday
768,imod,Arabic,personality,Grand Theft Auto V,Just Chatting,3.3,169,916,1.7,3.204,160000,871000,49,4.2,Thursday,Sunday
769,lxrsgirls,Russian,personality,Casino,,6.9,0,0,1,14,10500,0,1,1.1,Tuesday,Monday
770,rickyedit,Spanish,personality,Just Chatting,Fortnite,5.1,955,14.340,2.1,5.570,1050000,15800000,183,3.3,Tuesday,Saturday
771,putezice,Russian,personality,Casino,,17.7,424,0,1,53,848,0,1,1.9,Thursday,Friday
772,fakturka,English,personality,Albion Online,Dead by Daylight,7.3,71,632,1.3,11.137,112000,996000,63,4.9,Saturday,Sunday
773,esb_dota2,Spanish,personality,Dota 2,Variety,8.9,118,203,1,4.466,78200,135000,4,2.3,Sunday,Monday
774,pizfn,Italian,personality,Fortnite,Grand Theft Auto V,7.1,283,10.323,1.5,13.203,752000,27500000,66,6.1,Monday,Sunday
775,clemovitch,French,personality,Just Chatting,Politics,3.5,691,2.533,1.2,440,89100,316000,15,1,Friday,Thursday
776,aydan,English,personality,Call of Duty: Warzone,Fortnite,7.3,1.682,34.197,1.8,13.949,3100000,63000000,119,5.4,Tuesday,Sunday
777,scurrows,German,personality,Grand Theft Auto V,Just Chatting,4.7,174,4.331,1.5,5.008,216000,5370000,56,2.8,Saturday,Sunday
778,tinakitten,English,personality,Minecraft,Just Chatting,4.1,3.744,25.754,1.9,2.288,1880000,12900000,105,1.7,Wednesday,Tuesday
779,datto,English,personality,Destiny 2,Destiny,5.0,474,15.990,1.5,8.494,755000,20500000,136,4.4,Wednesday,Saturday
780,tpabomah,Russian,personality,Dota 2,Total War: WARHAMMER III,5.5,359,17.325,1,8.289,563000,27100000,23,5.2,Sunday,Friday
781,burgaofps,Portuguese,personality,Escape from Tarkov,PUBG: BATTLEGROUNDS,11.4,262,6.438,1.4,13.165,286000,6950000,107,3.3,Thursday,Sunday
782,premiertwo,English,personality,Just Chatting,Retro,6.4,230,392,1.9,4.884,176000,300000,225,4,Thursday,Sunday
783,sutanmi,Japanese,personality,League of Legends,VALORANT,5.9,200,13.241,1.2,10.248,355000,23500000,153,4.5,Sunday,Monday
784,limealicious,English,personality,Just Chatting,Monster Hunter: World,4.3,83,2.263,1.4,9.768,183000,5260000,474,5.8,Saturday,Saturday
785,baikincl,Spanish,personality,Just Chatting,Fortnite,2.6,1.019,0,2.1,200,85600,0,6,1.8,Tuesday,Friday
786,creamtherabbit,English,personality,ROBLOX,Counter-Strike,2.2,2.131,27,1.4,1.148,1010000,13000,32,4,Tuesday,Thursday
787,akaonikou1207,Chinese,personality,Just Chatting,Apex Legends,4.1,727,3.998,1.4,2.291,420000,2310000,86,1.6,Thursday,Sunday
788,buckefps,English,personality,Fortnite,Just Chatting,5.0,764,8.341,1.2,5.792,837000,9130000,38,3.4,Thursday,Sunday
789,goncho,Spanish,personality,Just Chatting,Counter-Strike,5.0,810,25.235,1.8,8.657,1340000,41900000,148,4.5,Monday,Thursday
